"type","choice","old","new","question","required","relevant","constraint","calculation","Continua","Discreta","Binaria","Categorica","Promedio","Suma","Maximo","Minimo","Porcentaje","IfAny","Count","Moda","area_total","area_coffee","area_productive","area_all","weight_produced","weight_sold","distance_between","distance_within","price_min","price_max","baseline","endline","bl_loop","el_loop","force_join","bar_plot_avg","bar_plot_cnt","line_plot_y","line_plot_x","donut_plot","choropleth_plot","grouping_var","type_column","logarithm"
"select_one","comunidad",NA,"communityOrHamlet_sr_rcolorado","En que comunidad o caserio se encuentra su finca?/Rio Colorado",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_sr_srafael","En que comunidad o caserio se encuentra su finca?/San Rafael",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_sr_suyapa","En que comunidad o caserio se encuentra su finca?/Suyapa",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_subirana","En que comunidad o caserio se encuentra su finca?/Subirana",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_tegucigalpita","En que comunidad o caserio se encuentra su finca?/Tegucigalpita",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_teocinte","En que comunidad o caserio se encuentra su finca?/Teocinte",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_un_filo","En que comunidad o caserio se encuentra su finca?/El Filo del Monte Largo",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_un_lagunetas","En que comunidad o caserio se encuentra su finca?/Lagunetas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_un_rcolorado","En que comunidad o caserio se encuentra su finca?/Rio Colorado",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_un_srafael","En que comunidad o caserio se encuentra su finca?/San Rafael",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_un_suyapa","En que comunidad o caserio se encuentra su finca?/Suyapa",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_yo_buenavista","En que comunidad o caserio se encuentra su finca?/Buena Vista",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_yo_yorito","En que comunidad o caserio se encuentra su finca?/Yorito",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_zapotillo","En que comunidad o caserio se encuentra su finca?/El Zapotillo",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","comunidad",NA,"communityOrHamlet_zorca","En que comunidad o caserio se encuentra su finca?/Zorca",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,"A8","completeName","Cual es su nombre completo?",TRUE,"selected(${isProducerReplacement}, 'N') or selected(${producerCheck}, 'N')",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"completeNameReplacement","Cual es el nombre completo del productor?",TRUE,"selected(${surveyID}, 'other')",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","yes_no","E51","conductedPreHarvestSampling","Previo al inicio de la cosecha hizo un muestreo en campo de uva madura (granos rojos)?",TRUE,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","sn","lista","confirmPersonFromList","Confirme si esta hablando con la persona en la lista",TRUE,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"constraint1","El area total mencionada anteriormente es ${totalFarmArea} (${totalAreaUnitLabel}) lo que equivale a ${E3XC} Hectareas. El area del terreno usado en agricultura y caficultura es ${totalAreaUsedForAgriculture} (${measurementUnitOfAreaLabel}) lo que equivale a ${E4C} Hectareas. El area del terreno usado no puede ser mayor al area total. Por favor corregir estos valores para poder avanzar.",TRUE,"${E4C}>${E3XC}",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"lands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"constraint2","El area del terreno usado en agricultura y caficultura mencionada anteriormente es ${totalAreaUsedForAgriculture} (${measurementUnitOfAreaLabel}) lo que equivale a ${E4C} Hectareas. El area sembrada en cafe es ${coffeeAreaLastHarvest} (${productiveCoffeeAreaUnitLabel}) lo que equivale a ${E2XC} Hectareas. El area sembrada en cafe no puede ser mayor al area del terreno usada en agricultura y caficultura. Por favor corregir estos valores para poder avanzar.",TRUE,"${E2XC}>${E4C}",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,"lands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"constraint3","La cantidad cosechada reportada anteriormente era de ${amountOfCoffeeProducedLastHarvest} (${coffeeProductionMeasurementUnitLabel}) y equivale a ${E24CA} kilogramos oro. Sin embargo la suma de las cantidades vendidas a cada comprador y por cada tipo es ${E69CA} kilogramos oro. La cantidad vendida no puede ser mayor a la cantidad cosechada. Por favor corregir estos valores para poder seguir.",TRUE,"${E69CA}>${maxcos}",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"constraint5","La suma de arboles de cada variedad es igual a ${percentagesum} pero este numero debe ser igual a ${totalCoffeePlantsOnFarm}. Por favor corregir estos valores para poder seguir.",TRUE,"${percentagesum}!=${totalCoffeePlantsOnFarm}",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control","L12","controlOverCultivationLand","Que grado de control tiene sobre las tierras de cultivo del hogar?",TRUE,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverCultivationLand_1","Que grado de control tiene sobre las tierras de cultivo del hogar?/No tengo control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverCultivationLand_2","Que grado de control tiene sobre las tierras de cultivo del hogar?/Tengo cierto control, pero mi conyuge tiene la ultima palabra",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverCultivationLand_3","Que grado de control tiene sobre las tierras de cultivo del hogar?/Hay igualdad de control (mi conyuge y yo decidimos juntos)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverCultivationLand_4","Que grado de control tiene sobre las tierras de cultivo del hogar?/Tengo la ultima palabra, pero mi conyuge tiene cierto control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverCultivationLand_5","Que grado de control tiene sobre las tierras de cultivo del hogar?/Tengo todo el control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control","L14","controlOverHouseholdGoods","Cuanto control tiene sobre los bienes del hogar?",TRUE,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverHouseholdGoods_1","Cuanto control tiene sobre los bienes del hogar?/No tengo control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverHouseholdGoods_2","Cuanto control tiene sobre los bienes del hogar?/Tengo cierto control, pero mi conyuge tiene la ultima palabra",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverHouseholdGoods_3","Cuanto control tiene sobre los bienes del hogar?/Hay igualdad de control (mi conyuge y yo decidimos juntos)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverHouseholdGoods_4","Cuanto control tiene sobre los bienes del hogar?/Tengo la ultima palabra, pero mi conyuge tiene cierto control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverHouseholdGoods_5","Cuanto control tiene sobre los bienes del hogar?/Tengo todo el control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control","L13","controlOverLandAssets","Cuanto control tiene sobre las tierras del hogar?",TRUE,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverLandAssets_1","Cuanto control tiene sobre las tierras del hogar?/No tengo control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverLandAssets_2","Cuanto control tiene sobre las tierras del hogar?/Tengo cierto control, pero mi conyuge tiene la ultima palabra",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverLandAssets_3","Cuanto control tiene sobre las tierras del hogar?/Hay igualdad de control (mi conyuge y yo decidimos juntos)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverLandAssets_4","Cuanto control tiene sobre las tierras del hogar?/Tengo la ultima palabra, pero mi conyuge tiene cierto control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","household_control",NA,"controlOverLandAssets_5","Cuanto control tiene sobre las tierras del hogar?/Tengo todo el control",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","snn","F13","costOfInformation","Cuando recibio asistencia tecnica o capacitaciones individuales esta informacion tuvo algun costo monetario para usted? Por práctica",TRUE,"selected(${adoptedRecommendedTechnologies}, 'Y') and not(selected(${farmAspectsImproved}, 'none'))",NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"tech_repeat",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_one","snn",NA,"costOfInformation_tec","Cuando recibio asistencia tecnica o capacitaciones individuales esta informacion tuvo algun costo monetario para usted?",NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","credit_sources",NA,"creditSources","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante la cosecha 2023/2024 (no necesariamente para el cultivo del cafe).",TRUE,NA,"not(selected(${creditSources}, '1') and count-selected(${creditSources})>1)",NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/1","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Ninguna",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/10","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Prestamistas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/11","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Otro",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/2","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Bancos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/3","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Cooperativas de ahorro y credito",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/4","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Microfinancieras",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/5","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Cajas rurales",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/6","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Gremios o asociaciones",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/7","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Comercializadores (intermediarios)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/8","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Casas comerciales",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditSources/9","Senale todas las fuentes (formales e informales) con las que los miembros de este hogar adquirieron deudas durante el ciclo 2023/2024 (no necesariamente para el cultivo del cafe)/Familiares o amigos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text",NA,NA,"creditSourcesOther","Cual es la otra fuente?",TRUE,"selected(${creditSources}, '11')",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","credit_sources",NA,"creditsQualityFlexibility","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?",TRUE,NA,"not(selected(${creditsQualityFlexibility}, '1') and count-selected(${creditsQualityFlexibility})>1)",NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/1","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Ninguna",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/10","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Prestamistas",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/11","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Otro",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/2","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Bancos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/3","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Cooperativas de ahorro y credito",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/4","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Microfinancieras",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/5","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Cajas rurales",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/6","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Gremios o asociaciones",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/7","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Comercializadores (intermediarios)",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/8","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Casas comerciales",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityFlexibility/9","Cuales de las siguientes instituciones considera que podrian aceptar cambios en los pagos o requisitos de las deudas?/Familiares o amigos",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"select_multiple","credit_sources",NA,"creditsQualityNew","Con cuales de las siguientes instituciones considera que podrian obtener un nuevo credito o prestamo para hacer frente al evento?",TRUE,NA,"not(selected(${creditsQualityNew}, '1') and count-selected(${creditsQualityNew})>1)",NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dummies","credit_sources",NA,"creditsQualityNew/1","Con cuales de las siguientes instituciones considera que podrian obtener un nuevo credito o prestamo para hacer frente al evento?/Ninguna",NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
